state	edge_type	consumer_or_authority	producer_or_projection	detail
baseline	link	src/model/artifacts/ref.c	src/model/core.c	yvex_model_context_close
baseline	link	src/model/artifacts/ref.c	src/model/core.c	yvex_model_context_open
baseline	link	src/model/artifacts/ref.c	src/model/core.c	yvex_tensor_role_name
baseline	link	src/model/artifacts/ref.c	src/model/core.c	yvex_tensor_table_at
baseline	link	src/model/artifacts/ref.c	src/model/core.c	yvex_tensor_table_count
baseline	link	src/model/artifacts/registry.c	src/core/fs.c	yvex_paths_default
baseline	link	src/model/artifacts/registry.c	src/core/status.c	yvex_core_allocate
baseline	link	src/model/artifacts/registry.c	src/core/status.c	yvex_core_strdup
baseline	link	src/model/artifacts/registry.c	src/core/status.c	yvex_error_clear
baseline	link	src/model/artifacts/registry.c	src/core/status.c	yvex_error_code
baseline	link	src/model/artifacts/registry.c	src/core/status.c	yvex_error_set
baseline	link	src/model/artifacts/registry.c	src/core/status.c	yvex_error_setf
baseline	link	src/model/artifacts/registry.c	src/model/artifacts/write.c	yvex_model_registry_write_json_file
baseline	link	src/model/artifacts/write.c	src/core/fs.c	yvex_core_mkdir_parent
baseline	link	src/model/artifacts/write.c	src/core/status.c	yvex_error_set
baseline	link	src/model/artifacts/write.c	src/core/status.c	yvex_error_setf
baseline	link	src/model/compilation/binding.c	src/core/status.c	yvex_core_allocate
baseline	link	src/model/compilation/binding.c	src/core/status.c	yvex_core_text_copy
baseline	link	src/model/compilation/binding.c	src/core/status.c	yvex_error_clear
baseline	link	src/model/compilation/binding.c	src/core/status.c	yvex_error_set
baseline	link	src/model/compilation/binding.c	src/model/compilation/ir.c	yvex_transform_fail
baseline	link	src/model/compilation/binding.c	src/model/compilation/ir.c	yvex_transform_ir_node_at
baseline	link	src/model/compilation/binding.c	src/model/compilation/ir.c	yvex_transform_ir_release
baseline	link	src/model/compilation/binding.c	src/model/compilation/ir.c	yvex_transform_ir_source_at
baseline	link	src/model/compilation/binding.c	src/model/compilation/ir.c	yvex_transform_ir_summary_get
baseline	link	src/model/compilation/binding.c	src/model/compilation/ir.c	yvex_transform_ir_terminal_at
baseline	link	src/model/compilation/binding.c	src/model/families/deepseek_v4.c	yvex_model_register_deepseek_v4
baseline	link	src/model/compilation/binding.c	src/model/target/tensor_naming.c	yvex_model_deepseek_lowering_api
baseline	link	src/model/compilation/binding.c	src/source/inventory.c	yvex_source_tensor_snapshot_release
baseline	link	src/model/compilation/binding.c	src/source/payload.c	yvex_source_payload_range_at
baseline	link	src/model/compilation/binding.c	src/source/payload.c	yvex_source_payload_range_find
baseline	link	src/model/compilation/binding.c	src/source/payload.c	yvex_source_payload_session_facts_get
baseline	link	src/model/compilation/binding.c	src/source/payload.c	yvex_source_payload_session_open
baseline	link	src/model/compilation/binding.c	src/source/payload.c	yvex_source_payload_session_release
baseline	link	src/model/compilation/binding.c	src/source/payload.c	yvex_source_payload_shard_at
baseline	link	src/model/compilation/binding.c	src/source/payload_plan.c	yvex_source_payload_plan_build
baseline	link	src/model/compilation/binding.c	src/source/payload_plan.c	yvex_source_payload_plan_close
baseline	link	src/model/compilation/binding.c	src/source/provenance.c	yvex_source_release_identity
baseline	link	src/model/compilation/binding.c	src/source/verify.c	yvex_source_verify_with_snapshot
baseline	link	src/model/compilation/ir.c	src/core/sha256.c	yvex_sha256_hex_valid
baseline	link	src/model/compilation/ir.c	src/core/status.c	yvex_core_allocate
baseline	link	src/model/compilation/ir.c	src/core/status.c	yvex_core_execution_observation_record
baseline	link	src/model/compilation/ir.c	src/core/status.c	yvex_core_text_copy
baseline	link	src/model/compilation/ir.c	src/core/status.c	yvex_error_clear
baseline	link	src/model/compilation/ir.c	src/core/status.c	yvex_error_setf
baseline	link	src/model/compilation/ir.c	src/model/compilation/ir_identity.c	yvex_transform_deepseek_architecture_identity
baseline	link	src/model/compilation/ir.c	src/model/compilation/ir_validate.c	yvex_transform_ir_validate_and_seal
baseline	link	src/model/compilation/ir.c	src/model/families/deepseek_v4.c	yvex_model_register_deepseek_v4
baseline	link	src/model/compilation/ir_identity.c	src/core/sha256.c	yvex_sha256_final
baseline	link	src/model/compilation/ir_identity.c	src/core/sha256.c	yvex_sha256_hex
baseline	link	src/model/compilation/ir_identity.c	src/core/sha256.c	yvex_sha256_init
baseline	link	src/model/compilation/ir_identity.c	src/core/sha256.c	yvex_sha256_update
baseline	link	src/model/compilation/ir_identity.c	src/model/compilation/ir.c	yvex_transform_fail
baseline	link	src/model/compilation/ir_identity.c	src/model/families/deepseek_v4.c	yvex_model_register_deepseek_v4
baseline	link	src/model/compilation/ir_validate.c	src/core/status.c	yvex_core_text_copy
baseline	link	src/model/compilation/ir_validate.c	src/core/status.c	yvex_error_clear
baseline	link	src/model/compilation/ir_validate.c	src/model/compilation/ir.c	yvex_transform_allocate_zero
baseline	link	src/model/compilation/ir_validate.c	src/model/compilation/ir.c	yvex_transform_fail
baseline	link	src/model/compilation/ir_validate.c	src/model/compilation/ir.c	yvex_transform_hash_logical_key
baseline	link	src/model/compilation/ir_validate.c	src/model/compilation/ir.c	yvex_transform_hash_string
baseline	link	src/model/compilation/ir_validate.c	src/model/compilation/ir.c	yvex_transform_index_capacity
baseline	link	src/model/compilation/ir_validate.c	src/model/compilation/ir.c	yvex_transform_index_insert
baseline	link	src/model/compilation/ir_validate.c	src/model/compilation/ir.c	yvex_transform_ir_node_input_at
baseline	link	src/model/compilation/ir_validate.c	src/model/compilation/ir.c	yvex_transform_ir_release
baseline	link	src/model/compilation/ir_validate.c	src/model/compilation/ir.c	yvex_transform_logical_key_equal
baseline	link	src/model/compilation/ir_validate.c	src/model/compilation/ir.c	yvex_transform_shape_element_count
baseline	link	src/model/compilation/ir_validate.c	src/model/compilation/ir_identity.c	yvex_transform_ir_compute_identity
baseline	link	src/model/core.c	src/artifact/core.c	yvex_artifact_close
baseline	link	src/model/core.c	src/artifact/core.c	yvex_artifact_data
baseline	link	src/model/core.c	src/artifact/core.c	yvex_artifact_open
baseline	link	src/model/core.c	src/artifact/core.c	yvex_artifact_read_at
baseline	link	src/model/core.c	src/artifact/integrity.c	yvex_artifact_integrity_validate
baseline	link	src/model/core.c	src/artifact/integrity.c	yvex_tensor_range_validate
baseline	link	src/model/core.c	src/backend/core.c	yvex_backend_get_memory_stats
baseline	link	src/model/core.c	src/backend/core.c	yvex_backend_kind_name
baseline	link	src/model/core.c	src/backend/core.c	yvex_backend_kind_of
baseline	link	src/model/core.c	src/backend/core.c	yvex_backend_tensor_alloc
baseline	link	src/model/core.c	src/backend/core.c	yvex_backend_tensor_free
baseline	link	src/model/core.c	src/backend/core.c	yvex_backend_tensor_write
baseline	link	src/model/core.c	src/core/status.c	yvex_core_allocate
baseline	link	src/model/core.c	src/core/status.c	yvex_core_strdup
baseline	link	src/model/core.c	src/core/status.c	yvex_error_clear
baseline	link	src/model/core.c	src/core/status.c	yvex_error_set
baseline	link	src/model/core.c	src/core/status.c	yvex_error_setf
baseline	link	src/model/core.c	src/gguf/core.c	yvex_gguf_close
baseline	link	src/model/core.c	src/gguf/core.c	yvex_gguf_metadata_find
baseline	link	src/model/core.c	src/gguf/core.c	yvex_gguf_open
baseline	link	src/model/core.c	src/gguf/core.c	yvex_gguf_tensor_at
baseline	link	src/model/core.c	src/gguf/core.c	yvex_gguf_tensor_count
baseline	link	src/model/core.c	src/gguf/core.c	yvex_gguf_value_as_string
baseline	link	src/model/core.c	src/gguf/core.c	yvex_gguf_value_as_u64
baseline	link	src/model/core.c	src/gguf/layout_integrity.c	yvex_gguf_layout_validate
baseline	link	src/model/core.c	src/gguf/qtype.c	yvex_gguf_qtype_geometry_find
baseline	link	src/model/core.c	src/gguf/qtype.c	yvex_gguf_qtype_name
baseline	link	src/model/core.c	src/gguf/qtype.c	yvex_gguf_qtype_storage_status_name
baseline	link	src/model/core.c	src/gguf/qtype.c	yvex_gguf_qtype_supported_for_storage
baseline	link	src/model/core.c	src/gguf/qtype.c	yvex_gguf_qtype_tensor_storage
baseline	link	src/model/core.c	src/model/artifacts/ref.c	yvex_model_ref_clear
baseline	link	src/model/core.c	src/model/artifacts/ref.c	yvex_model_ref_resolve
baseline	link	src/model/core.c	src/tokenizer/core.c	yvex_tokenizer_close
baseline	link	src/model/core.c	src/tokenizer/core.c	yvex_tokenizer_from_gguf
baseline	link	src/model/core.c	src/tokenizer/core.c	yvex_tokenizer_vocab_size
baseline	link	src/model/families/deepseek_v4.c	src/core/status.c	yvex_core_allocate
baseline	link	src/model/families/deepseek_v4.c	src/core/status.c	yvex_core_text_copy
baseline	link	src/model/families/deepseek_v4.c	src/core/status.c	yvex_core_u64_add
baseline	link	src/model/families/deepseek_v4.c	src/core/status.c	yvex_core_u64_mul
baseline	link	src/model/families/deepseek_v4.c	src/core/status.c	yvex_error_clear
baseline	link	src/model/families/deepseek_v4.c	src/core/status.c	yvex_error_code
baseline	link	src/model/families/deepseek_v4.c	src/core/status.c	yvex_error_set
baseline	link	src/model/families/deepseek_v4.c	src/core/status.c	yvex_error_setf
baseline	link	src/model/families/deepseek_v4.c	src/model/compilation/binding.c	yvex_model_deepseek_payload_api
baseline	link	src/model/families/deepseek_v4.c	src/model/compilation/ir.c	yvex_model_deepseek_transform_api
baseline	link	src/model/families/deepseek_v4.c	src/model/target/tensor_collection.c	yvex_model_deepseek_coverage_api
baseline	link	src/model/families/deepseek_v4.c	src/model/target/tensor_naming.c	yvex_model_deepseek_lowering_api
baseline	link	src/model/families/deepseek_v4.c	src/source/provenance.c	yvex_source_release_identity
baseline	link	src/model/target/candidates.c	src/core/status.c	yvex_error_set
baseline	link	src/model/target/candidates.c	src/model/target/catalog.c	yvex_model_target_report_common_tail
baseline	link	src/model/target/candidates.c	src/model/target/report.c	yvex_model_target_report_add_row
baseline	link	src/model/target/candidates.c	src/model/target/report.c	yvex_model_target_report_add_rows
baseline	link	src/model/target/candidates.c	src/source/provenance.c	yvex_source_release_identity
baseline	link	src/model/target/catalog.c	src/core/status.c	yvex_core_text_copy
baseline	link	src/model/target/catalog.c	src/core/status.c	yvex_error_set
baseline	link	src/model/target/catalog.c	src/model/target/report.c	yvex_model_target_report_add_error
baseline	link	src/model/target/catalog.c	src/model/target/report.c	yvex_model_target_report_add_row
baseline	link	src/model/target/catalog.c	src/model/target/report.c	yvex_model_target_report_project_rows
baseline	link	src/model/target/catalog.c	src/source/provenance.c	yvex_source_is_release_target
baseline	link	src/model/target/catalog.c	src/source/provenance.c	yvex_source_release_identity
baseline	link	src/model/target/catalog.c	src/source/provenance.c	yvex_source_target_path
baseline	link	src/model/target/decision.c	src/core/status.c	yvex_error_set
baseline	link	src/model/target/decision.c	src/model/target/catalog.c	yvex_model_target_report_common_tail
baseline	link	src/model/target/decision.c	src/model/target/report.c	yvex_model_target_report_add_row
baseline	link	src/model/target/decision.c	src/model/target/report.c	yvex_model_target_report_add_rows
baseline	link	src/model/target/decision.c	src/source/provenance.c	yvex_source_release_identity
baseline	link	src/model/target/mapping_gate.c	src/core/status.c	yvex_error_clear
baseline	link	src/model/target/mapping_gate.c	src/core/status.c	yvex_error_set
baseline	link	src/model/target/mapping_gate.c	src/model/compilation/ir.c	yvex_transform_failure_name
baseline	link	src/model/target/mapping_gate.c	src/model/compilation/ir.c	yvex_transform_ir_release
baseline	link	src/model/target/mapping_gate.c	src/model/families/deepseek_v4.c	yvex_model_register_deepseek_v4
baseline	link	src/model/target/mapping_gate.c	src/model/target/catalog.c	yvex_model_target_family_key
baseline	link	src/model/target/mapping_gate.c	src/model/target/catalog.c	yvex_model_target_release_source_paths
baseline	link	src/model/target/mapping_gate.c	src/model/target/catalog.c	yvex_model_target_report_common_tail
baseline	link	src/model/target/mapping_gate.c	src/model/target/catalog.c	yvex_model_target_supported_source_target
baseline	link	src/model/target/mapping_gate.c	src/model/target/report.c	yvex_model_target_probe_source_profile
baseline	link	src/model/target/mapping_gate.c	src/model/target/report.c	yvex_model_target_report_add_error
baseline	link	src/model/target/mapping_gate.c	src/model/target/report.c	yvex_model_target_report_add_output_contract
baseline	link	src/model/target/mapping_gate.c	src/model/target/report.c	yvex_model_target_report_add_row
baseline	link	src/model/target/mapping_gate.c	src/model/target/report.c	yvex_model_target_report_prepare
baseline	link	src/model/target/mapping_gate.c	src/model/target/report.c	yvex_model_target_report_project_rows
baseline	link	src/model/target/mapping_gate.c	src/model/target/report.c	yvex_model_target_validate_request_shape
baseline	link	src/model/target/mapping_gate.c	src/source/inventory.c	yvex_source_tensor_snapshot_release
baseline	link	src/model/target/mapping_gate.c	src/source/provenance.c	yvex_source_is_release_target
baseline	link	src/model/target/mapping_gate.c	src/source/provenance.c	yvex_source_release_identity
baseline	link	src/model/target/mapping_gate.c	src/source/verify.c	yvex_source_verification_status
baseline	link	src/model/target/mapping_gate.c	src/source/verify.c	yvex_source_verify_with_snapshot
baseline	link	src/model/target/missing_role.c	src/core/status.c	yvex_error_set
baseline	link	src/model/target/missing_role.c	src/model/target/catalog.c	yvex_model_target_family_key
baseline	link	src/model/target/missing_role.c	src/model/target/catalog.c	yvex_model_target_report_common_tail
baseline	link	src/model/target/missing_role.c	src/model/target/catalog.c	yvex_model_target_supported_source_target
baseline	link	src/model/target/missing_role.c	src/model/target/report.c	yvex_model_target_probe_file
baseline	link	src/model/target/missing_role.c	src/model/target/report.c	yvex_model_target_probe_read
baseline	link	src/model/target/missing_role.c	src/model/target/report.c	yvex_model_target_probe_source_profile
baseline	link	src/model/target/missing_role.c	src/model/target/report.c	yvex_model_target_report_add_error
baseline	link	src/model/target/missing_role.c	src/model/target/report.c	yvex_model_target_report_add_output_contract
baseline	link	src/model/target/missing_role.c	src/model/target/report.c	yvex_model_target_report_add_row
baseline	link	src/model/target/missing_role.c	src/model/target/report.c	yvex_model_target_report_prepare
baseline	link	src/model/target/missing_role.c	src/model/target/report.c	yvex_model_target_report_project_rows
baseline	link	src/model/target/missing_role.c	src/model/target/report.c	yvex_model_target_report_release_coverage
baseline	link	src/model/target/missing_role.c	src/source/provenance.c	yvex_source_is_release_target
baseline	link	src/model/target/model_class_profile.c	src/core/status.c	yvex_error_clear
baseline	link	src/model/target/model_class_profile.c	src/core/status.c	yvex_error_set
baseline	link	src/model/target/model_class_profile.c	src/model/families/deepseek_v4.c	yvex_model_register_deepseek_v4
baseline	link	src/model/target/model_class_profile.c	src/model/target/catalog.c	yvex_model_target_family_key
baseline	link	src/model/target/model_class_profile.c	src/model/target/catalog.c	yvex_model_target_report_common_tail
baseline	link	src/model/target/model_class_profile.c	src/model/target/report.c	yvex_model_target_report_add_error
baseline	link	src/model/target/model_class_profile.c	src/model/target/report.c	yvex_model_target_report_add_row
baseline	link	src/model/target/model_class_profile.c	src/model/target/report.c	yvex_model_target_report_add_table_row
baseline	link	src/model/target/model_class_profile.c	src/model/target/report.c	yvex_model_target_report_prepare
baseline	link	src/model/target/model_class_profile.c	src/model/target/report.c	yvex_model_target_report_project_rows
baseline	link	src/model/target/model_class_profile.c	src/model/target/report.c	yvex_model_target_scan_source
baseline	link	src/model/target/model_class_profile.c	src/model/target/report.c	yvex_model_target_validate_supported
baseline	link	src/model/target/model_class_profile.c	src/source/provenance.c	yvex_source_is_release_target
baseline	link	src/model/target/model_class_profile.c	src/source/provenance.c	yvex_source_release_identity
baseline	link	src/model/target/model_class_profile.c	src/source/provenance.c	yvex_source_target_path
baseline	link	src/model/target/model_class_profile.c	src/source/verify.c	yvex_source_verify
baseline	link	src/model/target/output_head_map.c	src/core/status.c	yvex_core_allocate
baseline	link	src/model/target/output_head_map.c	src/core/status.c	yvex_error_set
baseline	link	src/model/target/output_head_map.c	src/model/target/catalog.c	yvex_model_target_family_key
baseline	link	src/model/target/output_head_map.c	src/model/target/catalog.c	yvex_model_target_report_common_tail
baseline	link	src/model/target/output_head_map.c	src/model/target/report.c	yvex_model_target_probe_header
baseline	link	src/model/target/output_head_map.c	src/model/target/report.c	yvex_model_target_probe_read
baseline	link	src/model/target/output_head_map.c	src/model/target/report.c	yvex_model_target_probe_source_path
baseline	link	src/model/target/output_head_map.c	src/model/target/report.c	yvex_model_target_report_add_output_contract
baseline	link	src/model/target/output_head_map.c	src/model/target/report.c	yvex_model_target_report_add_row
baseline	link	src/model/target/output_head_map.c	src/model/target/report.c	yvex_model_target_report_project_rows
baseline	link	src/model/target/output_head_map.c	src/model/target/report.c	yvex_model_target_validate_supported
baseline	link	src/model/target/output_head_map.c	src/model/target/sidecar_write.c	yvex_model_target_write_sidecar
baseline	link	src/model/target/qtype_policy.c	src/core/status.c	yvex_error_set
baseline	link	src/model/target/qtype_policy.c	src/gguf/qtype.c	yvex_gguf_qtype_name
baseline	link	src/model/target/qtype_policy.c	src/gguf/quant_registry.c	yvex_quant_calibration_name
baseline	link	src/model/target/qtype_policy.c	src/gguf/quant_registry.c	yvex_quant_numeric_capability_at
baseline	link	src/model/target/qtype_policy.c	src/model/target/catalog.c	yvex_model_target_family_key
baseline	link	src/model/target/qtype_policy.c	src/model/target/catalog.c	yvex_model_target_find
baseline	link	src/model/target/qtype_policy.c	src/model/target/catalog.c	yvex_model_target_report_common_tail
baseline	link	src/model/target/qtype_policy.c	src/model/target/report.c	yvex_model_target_probe_source_profile
baseline	link	src/model/target/qtype_policy.c	src/model/target/report.c	yvex_model_target_report_add_error
baseline	link	src/model/target/qtype_policy.c	src/model/target/report.c	yvex_model_target_report_add_output_contract
baseline	link	src/model/target/qtype_policy.c	src/model/target/report.c	yvex_model_target_report_add_row
baseline	link	src/model/target/qtype_policy.c	src/model/target/report.c	yvex_model_target_report_add_rows
baseline	link	src/model/target/qtype_policy.c	src/model/target/report.c	yvex_model_target_report_prepare
baseline	link	src/model/target/qtype_policy.c	src/model/target/report.c	yvex_model_target_validate_request_shape
baseline	link	src/model/target/qtype_role_support.c	src/core/status.c	yvex_error_set
baseline	link	src/model/target/qtype_role_support.c	src/gguf/quant_registry.c	yvex_quant_numeric_capability_at
baseline	link	src/model/target/qtype_role_support.c	src/model/target/catalog.c	yvex_model_target_family_key
baseline	link	src/model/target/qtype_role_support.c	src/model/target/catalog.c	yvex_model_target_report_common_tail
baseline	link	src/model/target/qtype_role_support.c	src/model/target/report.c	yvex_model_target_report_add_row
baseline	link	src/model/target/qtype_role_support.c	src/model/target/report.c	yvex_model_target_report_add_rows
baseline	link	src/model/target/qtype_role_support.c	src/model/target/report.c	yvex_model_target_report_add_table_row
baseline	link	src/model/target/qtype_role_support.c	src/model/target/report.c	yvex_model_target_report_prepare
baseline	link	src/model/target/qtype_role_support.c	src/model/target/report.c	yvex_model_target_report_project_rows
baseline	link	src/model/target/qtype_role_support.c	src/model/target/report.c	yvex_model_target_validate_request_shape
baseline	link	src/model/target/report.c	src/core/status.c	yvex_core_allocate
baseline	link	src/model/target/report.c	src/core/status.c	yvex_core_text_copy
baseline	link	src/model/target/report.c	src/core/status.c	yvex_error_clear
baseline	link	src/model/target/report.c	src/core/status.c	yvex_error_set
baseline	link	src/model/target/report.c	src/model/families/deepseek_v4.c	yvex_model_register_deepseek_v4
baseline	link	src/model/target/report.c	src/model/target/candidates.c	yvex_model_target_candidate_report_build
baseline	link	src/model/target/report.c	src/model/target/catalog.c	yvex_model_target_catalog_help_report_build
baseline	link	src/model/target/report.c	src/model/target/catalog.c	yvex_model_target_catalog_report_build
baseline	link	src/model/target/report.c	src/model/target/catalog.c	yvex_model_target_release_source_paths
baseline	link	src/model/target/report.c	src/model/target/catalog.c	yvex_model_target_supported_source_target
baseline	link	src/model/target/report.c	src/model/target/decision.c	yvex_model_target_decision_report_build
baseline	link	src/model/target/report.c	src/model/target/mapping_gate.c	yvex_mapping_gate_report_build
baseline	link	src/model/target/report.c	src/model/target/missing_role.c	yvex_missing_role_report_build
baseline	link	src/model/target/report.c	src/model/target/model_class_profile.c	yvex_model_class_profile_report_build
baseline	link	src/model/target/report.c	src/model/target/output_head_map.c	yvex_output_head_map_report_build
baseline	link	src/model/target/report.c	src/model/target/qtype_policy.c	yvex_qtype_policy_report_build
baseline	link	src/model/target/report.c	src/model/target/qtype_role_support.c	yvex_qtype_role_support_report_build
baseline	link	src/model/target/report.c	src/model/target/tensor_collection.c	yvex_tensor_collection_report_build
baseline	link	src/model/target/report.c	src/model/target/tensor_naming.c	yvex_tensor_naming_report_build
baseline	link	src/model/target/report.c	src/model/target/tokenizer_map.c	yvex_tokenizer_map_report_build
baseline	link	src/model/target/report.c	src/source/native_weights.c	yvex_native_weight_table_at
baseline	link	src/model/target/report.c	src/source/native_weights.c	yvex_native_weight_table_close
baseline	link	src/model/target/report.c	src/source/native_weights.c	yvex_native_weight_table_count
baseline	link	src/model/target/report.c	src/source/native_weights.c	yvex_native_weight_table_open
baseline	link	src/model/target/sidecar_write.c	src/core/fs.c	yvex_core_mkdir_parent
baseline	link	src/model/target/sidecar_write.c	src/core/status.c	yvex_error_clear
baseline	link	src/model/target/sidecar_write.c	src/io/writer.c	yvex_file_json_write_string
baseline	link	src/model/target/tensor_collection.c	src/core/status.c	yvex_core_allocate
baseline	link	src/model/target/tensor_collection.c	src/core/status.c	yvex_core_text_copy
baseline	link	src/model/target/tensor_collection.c	src/core/status.c	yvex_error_clear
baseline	link	src/model/target/tensor_collection.c	src/core/status.c	yvex_error_code
baseline	link	src/model/target/tensor_collection.c	src/core/status.c	yvex_error_set
baseline	link	src/model/target/tensor_collection.c	src/core/status.c	yvex_error_setf
baseline	link	src/model/target/tensor_collection.c	src/model/families/deepseek_v4.c	yvex_model_register_deepseek_v4
baseline	link	src/model/target/tensor_collection.c	src/model/target/catalog.c	yvex_model_target_family_key
baseline	link	src/model/target/tensor_collection.c	src/model/target/catalog.c	yvex_model_target_report_common_tail
baseline	link	src/model/target/tensor_collection.c	src/model/target/report.c	yvex_model_target_report_add_row
baseline	link	src/model/target/tensor_collection.c	src/model/target/report.c	yvex_model_target_report_project_rows
baseline	link	src/model/target/tensor_collection.c	src/model/target/report.c	yvex_model_target_report_release_coverage
baseline	link	src/model/target/tensor_collection.c	src/model/target/report.c	yvex_model_target_scan_source
baseline	link	src/model/target/tensor_collection.c	src/model/target/report.c	yvex_model_target_validate_supported
baseline	link	src/model/target/tensor_collection.c	src/source/inventory.c	yvex_source_tensor_snapshot_at
baseline	link	src/model/target/tensor_collection.c	src/source/inventory.c	yvex_source_tensor_snapshot_facts_get
baseline	link	src/model/target/tensor_collection.c	src/source/inventory.c	yvex_source_tensor_snapshot_find
baseline	link	src/model/target/tensor_collection.c	src/source/inventory.c	yvex_source_tensor_snapshot_find_index
baseline	link	src/model/target/tensor_collection.c	src/source/inventory.c	yvex_source_tensor_snapshot_release
baseline	link	src/model/target/tensor_collection.c	src/source/inventory.c	yvex_source_tensor_snapshot_retain
baseline	link	src/model/target/tensor_collection.c	src/source/provenance.c	yvex_source_is_release_target
baseline	link	src/model/target/tensor_collection.c	src/source/provenance.c	yvex_source_release_identity
baseline	link	src/model/target/tensor_collection.c	src/source/verify.c	yvex_source_verify_with_snapshot
baseline	link	src/model/target/tensor_naming.c	src/core/status.c	yvex_core_allocate
baseline	link	src/model/target/tensor_naming.c	src/core/status.c	yvex_core_text_copy
baseline	link	src/model/target/tensor_naming.c	src/core/status.c	yvex_error_clear
baseline	link	src/model/target/tensor_naming.c	src/core/status.c	yvex_error_set
baseline	link	src/model/target/tensor_naming.c	src/core/status.c	yvex_error_setf
baseline	link	src/model/target/tensor_naming.c	src/gguf/descriptor.c	yvex_gguf_layout_map_shape_supported
baseline	link	src/model/target/tensor_naming.c	src/gguf/descriptor.c	yvex_gguf_name_map_resolve
baseline	link	src/model/target/tensor_naming.c	src/model/compilation/ir.c	yvex_transform_ir_node_at
baseline	link	src/model/target/tensor_naming.c	src/model/compilation/ir.c	yvex_transform_ir_node_input_at
baseline	link	src/model/target/tensor_naming.c	src/model/compilation/ir.c	yvex_transform_ir_source_at
baseline	link	src/model/target/tensor_naming.c	src/model/compilation/ir.c	yvex_transform_ir_summary_get
baseline	link	src/model/target/tensor_naming.c	src/model/compilation/ir.c	yvex_transform_ir_terminal_at
baseline	link	src/model/target/tensor_naming.c	src/model/core.c	yvex_tensor_role_name
baseline	link	src/model/target/tensor_naming.c	src/model/families/deepseek_v4.c	yvex_model_register_deepseek_v4
baseline	link	src/model/target/tensor_naming.c	src/model/target/catalog.c	yvex_model_target_family_key
baseline	link	src/model/target/tensor_naming.c	src/model/target/catalog.c	yvex_model_target_report_common_tail
baseline	link	src/model/target/tensor_naming.c	src/model/target/mapping_gate.c	yvex_model_mapping_report_deepseek
baseline	link	src/model/target/tensor_naming.c	src/model/target/report.c	yvex_model_target_probe_header
baseline	link	src/model/target/tensor_naming.c	src/model/target/report.c	yvex_model_target_probe_read
baseline	link	src/model/target/tensor_naming.c	src/model/target/report.c	yvex_model_target_probe_source_path
baseline	link	src/model/target/tensor_naming.c	src/model/target/report.c	yvex_model_target_report_add_output_contract
baseline	link	src/model/target/tensor_naming.c	src/model/target/report.c	yvex_model_target_report_add_row
baseline	link	src/model/target/tensor_naming.c	src/model/target/report.c	yvex_model_target_report_add_rows
baseline	link	src/model/target/tensor_naming.c	src/model/target/report.c	yvex_model_target_report_project_rows
baseline	link	src/model/target/tensor_naming.c	src/model/target/report.c	yvex_model_target_validate_supported
baseline	link	src/model/target/tensor_naming.c	src/model/target/sidecar_write.c	yvex_model_target_write_sidecar
baseline	link	src/model/target/tokenizer_map.c	src/core/status.c	yvex_error_set
baseline	link	src/model/target/tokenizer_map.c	src/model/target/catalog.c	yvex_model_target_family_key
baseline	link	src/model/target/tokenizer_map.c	src/model/target/catalog.c	yvex_model_target_report_common_tail
baseline	link	src/model/target/tokenizer_map.c	src/model/target/report.c	yvex_model_target_probe_directory
baseline	link	src/model/target/tokenizer_map.c	src/model/target/report.c	yvex_model_target_probe_file
baseline	link	src/model/target/tokenizer_map.c	src/model/target/report.c	yvex_model_target_probe_read
baseline	link	src/model/target/tokenizer_map.c	src/model/target/report.c	yvex_model_target_probe_source_path
baseline	link	src/model/target/tokenizer_map.c	src/model/target/report.c	yvex_model_target_report_add_row
baseline	link	src/model/target/tokenizer_map.c	src/model/target/report.c	yvex_model_target_report_project_rows
baseline	link	src/model/target/tokenizer_map.c	src/model/target/report.c	yvex_model_target_validate_supported
baseline	link	src/model/target/tokenizer_map.c	src/model/target/sidecar_write.c	yvex_model_target_write_sidecar
baseline	link	src/provider/core.c	src/core/json.c	yvex_json_complete
baseline	link	src/provider/core.c	src/core/json.c	yvex_json_init
baseline	link	src/provider/core.c	src/core/json.c	yvex_json_skip_value
baseline	link	src/provider/core.c	src/core/sha256.c	yvex_sha256_final
baseline	link	src/provider/core.c	src/core/sha256.c	yvex_sha256_hex
baseline	link	src/provider/core.c	src/core/sha256.c	yvex_sha256_init
baseline	link	src/provider/core.c	src/core/sha256.c	yvex_sha256_update
baseline	link	src/provider/core.c	src/core/sha256.c	yvex_sha256_update_text
baseline	link	src/provider/core.c	src/core/status.c	yvex_core_allocate
baseline	link	src/provider/core.c	src/core/status.c	yvex_error_clear
baseline	link	src/provider/core.c	src/core/status.c	yvex_error_code
baseline	link	src/provider/core.c	src/core/status.c	yvex_error_set
baseline	link	src/runtime/benchmark.c	src/core/fs.c	yvex_core_file_publish_noreplace
baseline	link	src/runtime/benchmark.c	src/core/fs.c	yvex_core_file_read_snapshot
baseline	link	src/runtime/benchmark.c	src/core/sha256.c	yvex_sha256_final
baseline	link	src/runtime/benchmark.c	src/core/sha256.c	yvex_sha256_hex
baseline	link	src/runtime/benchmark.c	src/core/sha256.c	yvex_sha256_hex_valid
baseline	link	src/runtime/benchmark.c	src/core/sha256.c	yvex_sha256_init
baseline	link	src/runtime/benchmark.c	src/core/sha256.c	yvex_sha256_update
