state	edge_type	consumer_or_authority	producer_or_projection	detail
baseline	link	src/gguf/quant_execute.c	src/gguf/quant_scalar.c	yvex_quant_source_mxfp4_decode
baseline	link	src/gguf/quant_execute.c	src/gguf/quant_scalar.c	yvex_quant_source_scalar_decode
baseline	link	src/gguf/quant_execute.c	src/model/compilation/binding.c	yvex_transform_binding_payload_session
baseline	link	src/gguf/quant_execute.c	src/model/compilation/binding.c	yvex_transform_binding_range_at
baseline	link	src/gguf/quant_execute.c	src/model/compilation/binding.c	yvex_transform_binding_readable_validate
baseline	link	src/gguf/quant_execute.c	src/model/compilation/binding.c	yvex_transform_binding_terminal_at
baseline	link	src/gguf/quant_execute.c	src/model/compilation/binding.c	yvex_transform_binding_terminal_operation
baseline	link	src/gguf/quant_execute.c	src/model/compilation/ir.c	yvex_transform_ir_node_input_at
baseline	link	src/gguf/quant_execute.c	src/model/compilation/ir.c	yvex_transform_ir_source_at
baseline	link	src/gguf/quant_execute.c	src/source/payload_plan.c	yvex_source_payload_plan_build
baseline	link	src/gguf/quant_execute.c	src/source/payload_plan.c	yvex_source_payload_plan_close
baseline	link	src/gguf/quant_execute.c	src/source/payload_stream.c	yvex_source_payload_session_stream
baseline	link	src/gguf/quant_job.c	src/core/json.c	yvex_json_complete
baseline	link	src/gguf/quant_job.c	src/core/json.c	yvex_json_init
baseline	link	src/gguf/quant_job.c	src/core/json.c	yvex_json_iter_begin
baseline	link	src/gguf/quant_job.c	src/core/json.c	yvex_json_object_member
baseline	link	src/gguf/quant_job.c	src/core/json.c	yvex_json_skip_value
baseline	link	src/gguf/quant_job.c	src/core/json.c	yvex_json_string_dup
baseline	link	src/gguf/quant_job.c	src/core/json.c	yvex_read_bounded_file
baseline	link	src/gguf/quant_job.c	src/core/status.c	yvex_core_allocate
baseline	link	src/gguf/quant_job.c	src/core/status.c	yvex_core_strdup
baseline	link	src/gguf/quant_job.c	src/core/status.c	yvex_error_code
baseline	link	src/gguf/quant_job.c	src/core/status.c	yvex_error_set
baseline	link	src/gguf/quant_job.c	src/core/status.c	yvex_error_setf
baseline	link	src/gguf/quant_job.c	src/io/writer.c	yvex_file_json_write_field
baseline	link	src/gguf/quant_plan.c	src/core/sha256.c	yvex_sha256_final
baseline	link	src/gguf/quant_plan.c	src/core/sha256.c	yvex_sha256_hex
baseline	link	src/gguf/quant_plan.c	src/core/sha256.c	yvex_sha256_hex_valid
baseline	link	src/gguf/quant_plan.c	src/core/sha256.c	yvex_sha256_init
baseline	link	src/gguf/quant_plan.c	src/core/sha256.c	yvex_sha256_update_text
baseline	link	src/gguf/quant_plan.c	src/core/sha256.c	yvex_sha256_update_u64
baseline	link	src/gguf/quant_plan.c	src/core/status.c	yvex_core_allocate
baseline	link	src/gguf/quant_plan.c	src/core/status.c	yvex_core_execution_observation_record
baseline	link	src/gguf/quant_plan.c	src/core/status.c	yvex_core_text_copy
baseline	link	src/gguf/quant_plan.c	src/core/status.c	yvex_error_clear
baseline	link	src/gguf/quant_plan.c	src/core/status.c	yvex_error_set
baseline	link	src/gguf/quant_plan.c	src/gguf/qtype.c	yvex_gguf_qtype_tensor_storage
baseline	link	src/gguf/quant_plan.c	src/gguf/quant_policy.c	yvex_quant_policy_get_summary
baseline	link	src/gguf/quant_plan.c	src/gguf/quant_policy.c	yvex_quant_policy_identity_validate
baseline	link	src/gguf/quant_plan.c	src/gguf/quant_policy.c	yvex_quant_policy_rule_at
baseline	link	src/gguf/quant_plan.c	src/gguf/quant_policy.c	yvex_quant_policy_rule_count
baseline	link	src/gguf/quant_plan.c	src/gguf/quant_registry.c	yvex_quant_numeric_capability_at
baseline	link	src/gguf/quant_plan.c	src/model/compilation/binding.c	yvex_transform_binding_decision_validate
baseline	link	src/gguf/quant_plan.c	src/model/compilation/binding.c	yvex_transform_binding_ir
baseline	link	src/gguf/quant_plan.c	src/model/compilation/binding.c	yvex_transform_binding_summary_get
baseline	link	src/gguf/quant_plan.c	src/model/compilation/binding.c	yvex_transform_binding_terminal_at
baseline	link	src/gguf/quant_plan.c	src/model/compilation/binding.c	yvex_transform_binding_terminal_operation
baseline	link	src/gguf/quant_plan.c	src/model/compilation/ir.c	yvex_transform_ir_node_at
baseline	link	src/gguf/quant_plan.c	src/model/compilation/ir.c	yvex_transform_ir_node_input_at
baseline	link	src/gguf/quant_plan.c	src/model/compilation/ir.c	yvex_transform_ir_source_at
baseline	link	src/gguf/quant_plan.c	src/model/compilation/ir.c	yvex_transform_ir_summary_get
baseline	link	src/gguf/quant_plan.c	src/model/compilation/ir.c	yvex_transform_ir_terminal_at
baseline	link	src/gguf/quant_plan.c	src/model/families/deepseek_v4.c	yvex_model_register_deepseek_v4
baseline	link	src/gguf/quant_policy.c	src/artifact/core.c	yvex_artifact_close
baseline	link	src/gguf/quant_policy.c	src/artifact/core.c	yvex_artifact_open
baseline	link	src/gguf/quant_policy.c	src/artifact/identity.c	yvex_sha256_hex_is_valid
baseline	link	src/gguf/quant_policy.c	src/core/json.c	yvex_json_bool
baseline	link	src/gguf/quant_policy.c	src/core/json.c	yvex_json_u64
baseline	link	src/gguf/quant_policy.c	src/core/sha256.c	yvex_sha256_final
baseline	link	src/gguf/quant_policy.c	src/core/sha256.c	yvex_sha256_hex
baseline	link	src/gguf/quant_policy.c	src/core/sha256.c	yvex_sha256_init
baseline	link	src/gguf/quant_policy.c	src/core/sha256.c	yvex_sha256_update_text
baseline	link	src/gguf/quant_policy.c	src/core/sha256.c	yvex_sha256_update_u64
baseline	link	src/gguf/quant_policy.c	src/core/status.c	yvex_core_allocate
baseline	link	src/gguf/quant_policy.c	src/core/status.c	yvex_core_strdup
baseline	link	src/gguf/quant_policy.c	src/core/status.c	yvex_error_clear
baseline	link	src/gguf/quant_policy.c	src/core/status.c	yvex_error_code
baseline	link	src/gguf/quant_policy.c	src/core/status.c	yvex_error_set
baseline	link	src/gguf/quant_policy.c	src/core/status.c	yvex_error_setf
baseline	link	src/gguf/quant_policy.c	src/gguf/core.c	yvex_gguf_close
baseline	link	src/gguf/quant_policy.c	src/gguf/core.c	yvex_gguf_json_array
baseline	link	src/gguf/quant_policy.c	src/gguf/core.c	yvex_gguf_json_close
baseline	link	src/gguf/quant_policy.c	src/gguf/core.c	yvex_gguf_json_expect
baseline	link	src/gguf/quant_policy.c	src/gguf/core.c	yvex_gguf_json_fail
baseline	link	src/gguf/quant_policy.c	src/gguf/core.c	yvex_gguf_json_member
baseline	link	src/gguf/quant_policy.c	src/gguf/core.c	yvex_gguf_json_open
baseline	link	src/gguf/quant_policy.c	src/gguf/core.c	yvex_gguf_json_optional_comma
baseline	link	src/gguf/quant_policy.c	src/gguf/core.c	yvex_gguf_json_skip
baseline	link	src/gguf/quant_policy.c	src/gguf/core.c	yvex_gguf_json_string
baseline	link	src/gguf/quant_policy.c	src/gguf/core.c	yvex_gguf_open
baseline	link	src/gguf/quant_policy.c	src/gguf/quant_registry.c	yvex_quant_numeric_capability_by_name
baseline	link	src/gguf/quant_policy.c	src/io/writer.c	yvex_file_json_write_string
baseline	link	src/gguf/quant_policy.c	src/model/core.c	yvex_dtype_name
baseline	link	src/gguf/quant_policy.c	src/model/core.c	yvex_tensor_role_name
baseline	link	src/gguf/quant_policy.c	src/model/core.c	yvex_tensor_table_at
baseline	link	src/gguf/quant_policy.c	src/model/core.c	yvex_tensor_table_close
baseline	link	src/gguf/quant_policy.c	src/model/core.c	yvex_tensor_table_count
baseline	link	src/gguf/quant_policy.c	src/model/core.c	yvex_tensor_table_from_gguf
baseline	link	src/gguf/quant_registry.c	src/gguf/qtype.c	yvex_gguf_qtype_geometry_find_by_name
baseline	link	src/gguf/quant_registry.c	src/gguf/qtype.c	yvex_gguf_qtype_name
baseline	link	src/gguf/quant_scalar.c	src/core/status.c	yvex_error_clear
baseline	link	src/gguf/quant_scalar.c	src/core/status.c	yvex_error_set
baseline	link	src/gguf/quant_sink.c	src/core/sha256.c	yvex_sha256_final
baseline	link	src/gguf/quant_sink.c	src/core/sha256.c	yvex_sha256_hex
baseline	link	src/gguf/quant_sink.c	src/core/sha256.c	yvex_sha256_hex_valid
baseline	link	src/gguf/quant_sink.c	src/core/sha256.c	yvex_sha256_init
baseline	link	src/gguf/quant_sink.c	src/core/sha256.c	yvex_sha256_update
baseline	link	src/gguf/quant_sink.c	src/core/sha256.c	yvex_sha256_update_text
baseline	link	src/gguf/quant_sink.c	src/core/sha256.c	yvex_sha256_update_u64
baseline	link	src/gguf/quant_sink.c	src/core/status.c	yvex_core_allocate
baseline	link	src/gguf/quant_sink.c	src/core/status.c	yvex_error_clear
baseline	link	src/gguf/quant_sink.c	src/core/status.c	yvex_error_set
baseline	link	src/gguf/quant_sink.c	src/gguf/quant_plan.c	yvex_quant_plan_decision_at
baseline	link	src/gguf/quant_sink.c	src/gguf/quant_plan.c	yvex_quant_plan_summary_get
baseline	link	src/gguf/reader.c	src/core/status.c	yvex_error_set
baseline	link	src/gguf/tokenizer_metadata.c	src/core/json.c	yvex_json_init
baseline	link	src/gguf/tokenizer_metadata.c	src/core/json.c	yvex_json_skip_value
baseline	link	src/gguf/tokenizer_metadata.c	src/core/json.c	yvex_json_u64
baseline	link	src/gguf/tokenizer_metadata.c	src/core/sha256.c	yvex_sha256_final
baseline	link	src/gguf/tokenizer_metadata.c	src/core/sha256.c	yvex_sha256_hex
baseline	link	src/gguf/tokenizer_metadata.c	src/core/sha256.c	yvex_sha256_init
baseline	link	src/gguf/tokenizer_metadata.c	src/core/sha256.c	yvex_sha256_update
baseline	link	src/gguf/tokenizer_metadata.c	src/core/status.c	yvex_core_allocate
baseline	link	src/gguf/tokenizer_metadata.c	src/core/status.c	yvex_core_text_copy
baseline	link	src/gguf/tokenizer_metadata.c	src/core/status.c	yvex_error_clear
baseline	link	src/gguf/tokenizer_metadata.c	src/core/status.c	yvex_error_code
baseline	link	src/gguf/tokenizer_metadata.c	src/core/status.c	yvex_error_set
baseline	link	src/gguf/tokenizer_metadata.c	src/source/provenance.c	yvex_source_metadata_blob_release
baseline	link	src/gguf/tokenizer_metadata.c	src/source/provenance.c	yvex_source_provenance_metadata_read
baseline	link	src/gguf/tools.c	src/artifact/core.c	yvex_artifact_close
baseline	link	src/gguf/tools.c	src/artifact/core.c	yvex_artifact_open
baseline	link	src/gguf/tools.c	src/backend/core.c	yvex_backend_close
baseline	link	src/gguf/tools.c	src/backend/cpu.c	yvex_backend_open_cpu
baseline	link	src/gguf/tools.c	src/core/status.c	yvex_core_allocate
baseline	link	src/gguf/tools.c	src/core/status.c	yvex_core_strdup
baseline	link	src/gguf/tools.c	src/core/status.c	yvex_error_clear
baseline	link	src/gguf/tools.c	src/core/status.c	yvex_error_set
baseline	link	src/gguf/tools.c	src/core/status.c	yvex_error_setf
baseline	link	src/gguf/tools.c	src/gguf/core.c	yvex_gguf_close
baseline	link	src/gguf/tools.c	src/gguf/core.c	yvex_gguf_metadata_count
baseline	link	src/gguf/tools.c	src/gguf/core.c	yvex_gguf_metadata_find
baseline	link	src/gguf/tools.c	src/gguf/core.c	yvex_gguf_metadata_key
baseline	link	src/gguf/tools.c	src/gguf/core.c	yvex_gguf_open
baseline	link	src/gguf/tools.c	src/gguf/core.c	yvex_gguf_value_as_string
baseline	link	src/gguf/tools.c	src/gguf/qtype.c	yvex_gguf_qtype_geometry_find_by_name
baseline	link	src/gguf/tools.c	src/gguf/qtype.c	yvex_gguf_qtype_supported_for_storage
baseline	link	src/gguf/tools.c	src/gguf/quant_scalar.c	yvex_quant_f16_encode
baseline	link	src/gguf/tools.c	src/model/core.c	yvex_model_descriptor_close
baseline	link	src/gguf/tools.c	src/model/core.c	yvex_model_descriptor_from_gguf
baseline	link	src/gguf/tools.c	src/model/core.c	yvex_tensor_table_at
baseline	link	src/gguf/tools.c	src/model/core.c	yvex_tensor_table_close
baseline	link	src/gguf/tools.c	src/model/core.c	yvex_tensor_table_count
baseline	link	src/gguf/tools.c	src/model/core.c	yvex_tensor_table_from_gguf
baseline	link	src/gguf/tools.c	src/model/core.c	yvex_weight_table_close
baseline	link	src/gguf/tools.c	src/model/core.c	yvex_weight_table_materialize
baseline	link	src/gguf/tools.c	src/source/native_weights.c	yvex_native_weight_table_close
baseline	link	src/gguf/tools.c	src/source/native_weights.c	yvex_native_weight_table_find
baseline	link	src/gguf/tools.c	src/source/native_weights.c	yvex_native_weight_table_open
baseline	link	src/gguf/tools.c	src/source/native_weights.c	yvex_native_weight_table_summary
baseline	link	src/gguf/tools.c	src/tokenizer/core.c	yvex_tokenizer_close
baseline	link	src/gguf/variant.c	src/core/fs.c	yvex_core_file_publish_noreplace
baseline	link	src/gguf/variant.c	src/core/fs.c	yvex_core_file_read_snapshot
baseline	link	src/gguf/variant.c	src/core/status.c	yvex_core_allocate
baseline	link	src/gguf/variant.c	src/core/status.c	yvex_error_clear
baseline	link	src/gguf/variant.c	src/core/status.c	yvex_error_set
baseline	link	src/gguf/variant.c	src/gguf/quant_plan.c	yvex_quant_plan_decision_at
baseline	link	src/gguf/variant.c	src/gguf/quant_plan.c	yvex_quant_plan_summary_get
baseline	link	src/gguf/writer.c	src/core/sha256.c	yvex_sha256_final
baseline	link	src/gguf/writer.c	src/core/sha256.c	yvex_sha256_hex
baseline	link	src/gguf/writer.c	src/core/sha256.c	yvex_sha256_hex_valid
baseline	link	src/gguf/writer.c	src/core/sha256.c	yvex_sha256_init
baseline	link	src/gguf/writer.c	src/core/sha256.c	yvex_sha256_update
baseline	link	src/gguf/writer.c	src/core/status.c	yvex_core_allocate
baseline	link	src/gguf/writer.c	src/core/status.c	yvex_core_execution_observation_record
baseline	link	src/gguf/writer.c	src/core/status.c	yvex_core_text_copy
baseline	link	src/gguf/writer.c	src/core/status.c	yvex_core_u64_add
baseline	link	src/gguf/writer.c	src/core/status.c	yvex_core_u64_mul
baseline	link	src/gguf/writer.c	src/core/status.c	yvex_error_clear
baseline	link	src/gguf/writer.c	src/core/status.c	yvex_error_set
baseline	link	src/gguf/writer.c	src/gguf/qtype.c	yvex_gguf_qtype_validate_tensor_storage
baseline	link	src/gguf/writer.c	src/gguf/quant_plan.c	yvex_quant_plan_decision_at
baseline	link	src/gguf/writer.c	src/gguf/quant_plan.c	yvex_quant_plan_lowering
baseline	link	src/gguf/writer.c	src/gguf/quant_plan.c	yvex_quant_plan_summary_get
baseline	link	src/gguf/writer.c	src/gguf/tokenizer_metadata.c	yvex_gguf_tokenizer_merge_at
baseline	link	src/gguf/writer.c	src/gguf/tokenizer_metadata.c	yvex_gguf_tokenizer_metadata_load
baseline	link	src/gguf/writer.c	src/gguf/tokenizer_metadata.c	yvex_gguf_tokenizer_metadata_release
baseline	link	src/gguf/writer.c	src/gguf/tokenizer_metadata.c	yvex_gguf_tokenizer_raw_config
baseline	link	src/gguf/writer.c	src/gguf/tokenizer_metadata.c	yvex_gguf_tokenizer_raw_json
baseline	link	src/gguf/writer.c	src/gguf/tokenizer_metadata.c	yvex_gguf_tokenizer_summary_get
baseline	link	src/gguf/writer.c	src/gguf/tokenizer_metadata.c	yvex_gguf_tokenizer_token_at
baseline	link	src/gguf/writer.c	src/model/families/deepseek_v4.c	yvex_model_register_deepseek_v4
baseline	link	src/graph/attention.c	src/backend/core.c	yvex_backend_close
baseline	link	src/graph/attention.c	src/backend/core.c	yvex_backend_get_device_info
baseline	link	src/graph/attention.c	src/backend/core.c	yvex_backend_open
baseline	link	src/graph/attention.c	src/backend/core.c	yvex_backend_query_capability
baseline	link	src/graph/attention.c	src/core/sha256.c	yvex_sha256_final
baseline	link	src/graph/attention.c	src/core/sha256.c	yvex_sha256_hex
baseline	link	src/graph/attention.c	src/core/sha256.c	yvex_sha256_hex_valid
baseline	link	src/graph/attention.c	src/core/sha256.c	yvex_sha256_init
baseline	link	src/graph/attention.c	src/core/sha256.c	yvex_sha256_update_text
baseline	link	src/graph/attention.c	src/core/sha256.c	yvex_sha256_update_u64
baseline	link	src/graph/attention.c	src/core/status.c	yvex_core_allocate
baseline	link	src/graph/attention.c	src/core/status.c	yvex_core_text_copy
baseline	link	src/graph/attention.c	src/core/status.c	yvex_core_u64_add
baseline	link	src/graph/attention.c	src/core/status.c	yvex_core_u64_mul
baseline	link	src/graph/attention.c	src/core/status.c	yvex_error_clear
baseline	link	src/graph/attention.c	src/core/status.c	yvex_error_is_set
baseline	link	src/graph/attention.c	src/core/status.c	yvex_error_set
baseline	link	src/graph/attention.c	src/graph/core.c	yvex_attention_binding_find
baseline	link	src/graph/attention.c	src/graph/core.c	yvex_attention_decode_flat
baseline	link	src/graph/attention.c	src/graph/core.c	yvex_attention_dot_batch
baseline	link	src/graph/attention.c	src/graph/core.c	yvex_attention_scratch_calloc
baseline	link	src/graph/attention.c	src/graph/core.c	yvex_attention_scratch_free
baseline	link	src/graph/attention.c	src/graph/core.c	yvex_attention_scratch_reserve
baseline	link	src/graph/attention.c	src/graph/core.c	yvex_attention_workspace_begin
baseline	link	src/graph/attention.c	src/graph/core.c	yvex_attention_workspace_calloc
baseline	link	src/graph/attention.c	src/graph/core.c	yvex_attention_workspace_finish
baseline	link	src/graph/attention.c	src/graph/core.c	yvex_attention_workspace_mark
baseline	link	src/graph/attention.c	src/graph/core.c	yvex_attention_workspace_rewind
baseline	link	src/graph/attention.c	src/graph/memory_plan.c	yvex_attention_rolling_storage_acquire
baseline	link	src/graph/attention.c	src/graph/numeric.c	yvex_attention_compute_round
baseline	link	src/graph/attention.c	src/graph/numeric.c	yvex_attention_mhc_post
baseline	link	src/graph/attention.c	src/graph/numeric.c	yvex_attention_mhc_pre
baseline	link	src/graph/attention.c	src/graph/numeric.c	yvex_attention_publication_compare
baseline	link	src/graph/attention.c	src/graph/numeric.c	yvex_attention_publication_hash_update
baseline	link	src/graph/attention.c	src/graph/numeric.c	yvex_attention_rms_norm
baseline	link	src/graph/attention.c	src/graph/numeric.c	yvex_attention_topk_select
baseline	link	src/graph/attention.c	src/graph/plan.c	yvex_attention_accept
baseline	link	src/graph/attention.c	src/graph/plan.c	yvex_attention_calloc_array
baseline	link	src/graph/attention.c	src/graph/plan.c	yvex_attention_reject
baseline	link	src/graph/candidate.c	src/core/status.c	yvex_core_allocate
baseline	link	src/graph/candidate.c	src/core/status.c	yvex_core_u64_add
baseline	link	src/graph/candidate.c	src/core/status.c	yvex_core_u64_mul
baseline	link	src/graph/candidate.c	src/core/status.c	yvex_error_clear
baseline	link	src/graph/candidate.c	src/core/status.c	yvex_error_set
baseline	link	src/graph/candidate.c	src/graph/core.c	yvex_attention_scratch_calloc
baseline	link	src/graph/candidate.c	src/graph/core.c	yvex_attention_scratch_reserve
baseline	link	src/graph/core.c	src/artifact/materialize.c	yvex_materialization_session_read
baseline	link	src/graph/core.c	src/core/status.c	yvex_core_allocate
baseline	link	src/graph/core.c	src/core/status.c	yvex_core_strdup
baseline	link	src/graph/core.c	src/core/status.c	yvex_core_u64_add
baseline	link	src/graph/core.c	src/core/status.c	yvex_core_u64_mul
baseline	link	src/graph/core.c	src/core/status.c	yvex_error_clear
